Name,Description,Rating,Reviews,Image_links,Timing,All_Review_Links,Address,Spend Up Time,Website,Tags
Berg Lake,"Berg Lake is a lake on the Robson River just below the river's source located within Mount Robson Provincial Park, at the doorstep of the north face of Mount Robson, the highest peak in the Canadian Rockies. It is partly fed by the Berg Glacier.
The turquoise colored Berg Lake is dotted with icebergs even in the middle of summer. Berg Lake can be reached by following a marked hiking trail for 19 kilometres from the parking lot. To reach the parking lot, follow Highway 5 north from Valemount to Highway 16 and head east 18 kilometres. Or, follow Yellowhead Highway 16 west from Jasper townsite for 84 kilometres to the Mount Robson Viewpoint centre. On the north side of the highway, follow a two-lane paved road for 2 kilometres, ending at the parking lot. Wikipedia",4.7,26 reviews,"['https://t3.gstatic.com/images?q=tbn:ANd9GcReWSrBfWFIH7B_Bf2liza8Kf9RSu7AhBncVes6niowPGtAPjsAdGfgEU2YJpc_8kCEyokBtump8mZiH-OjnDJTqQ', 'https://t2.gstatic.com/images?q=tbn:ANd9GcSZ4jFTKoVrDcilC4Oa9KElYDuB5p8gWTLpD26vqwHnw6TkjtbqxZPRWN-gZe7tqWqgyfsYhDrFrmz3WHOC67r_iw', 'https://t2.gstatic.com/images?q=tbn:ANd9GcTlFLj8zHFaX2DF74a4tglskR9v9OecxA_aTXC10U2mZhgDqNnsqmut2u9SfO3Eo5f7YqLb65UxWNO4b92R4g7uUw']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJwQWNBzRkg1MRuSYtfBPSons,NA,NA,NA,NA
Long Beach,"This particular Long Beach is on Canada's west coast, on Vancouver Island inside the Pacific Rim National Park.",4.8,316 reviews,"['https://t3.gstatic.com/images?q=tbn:ANd9GcQkCqH6wUAchlV0w7a-2DvBMCFV4Hs2Htu0SWvv9Lse2-D6yEcK9SuzNg1pWVBB4Tmryp9uVTtZznRpvB04tsDG2A', 'https://t2.gstatic.com/images?q=tbn:ANd9GcRW6qaoasboymyVVl2AsbREY7wXpoDuUsmK--6HM0Pv89K1KyGlOakuiBc1iNx_iWkXcxS_s_hfrClpzVJneFxs2g', 'https://t3.gstatic.com/images?q=tbn:ANd9GcQ153x86gxH-VS-yJ10Vb7Lbls0f0MPTK3RVZilW053LbbFUjdd59D2DwZLLiGACcSWU9bVJg3RoGNBg8uy82SMgQ']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJ0RknLLqeiVQRz34FkgVBhhA,British Columbia,,#,"['All', '', 'surfers', 'walk', 'waves', 'ocean', 'tide', 'wetsuit', 'name', 'wind', 'rain forest']"
Burrard Inlet,"Burrard Inlet is a relatively shallow-sided coastal fjord in southwestern British Columbia, Canada. Formed during the last Ice Age, it separates the City of Vancouver and the rest of the low-lying Burrard Peninsula from the slopes of the North Shore Mountains, home to the communities of West Vancouver and the City and District of North Vancouver. Wikipedia",4.6,151 reviews,"['https://lh3.googleusercontent.com/proxy/0c_WY-fjk4a2Rfa53sL_JRwl-3ckw2ChDUhtLL_jSr3BOr-vhniBklExj54BGH5-yj1mGEeEVMM7CZUIBEDjCVjAuHI69Cx4gBB9iwdT3z0pD5tjdRSwEavu38KiOmsl0AT_RyCP_erhO0mcM5uPWn6kAytAwaP9jSPIC_GdhqLZ=w296-h202-n-k-no', 'https://t3.gstatic.com/images?q=tbn:ANd9GcTKyk6k9_cv52_yno649d_em-w4yfiEGR_wC0pi0qrrPpsnoPxN-Ak43mA21WNEBYhAchob3tDmnLF7nOECCXct6w', 'https://t3.gstatic.com/images?q=tbn:ANd9GcRaFJ-nJcsYa9q0qQYE8ORv6s2yU0brKNVd4mU_8QmJk60ODQ4wv2-L8dzsf27KEjGU91ZOiX_L5D0_1K8n0E0fMQ']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJ59xzm1hwhlQRAqkg4YM8udc,NA,NA,NA,NA
Rogers Pass,"Rogers Pass is a high mountain pass through the Selkirk Mountains of British Columbia, but the term also includes the approaches used by the Canadian Pacific Railway and the Trans-Canada Highway. In the heart of Glacier National Park, this tourism destination since 1886 is a National Historic Site. Wikipedia",4.6,41 reviews,"['https://t0.gstatic.com/images?q=tbn:ANd9GcQwQlBca9W825BfPWNW6Y0smjrf3EErWvLbfLQ2ZbOAhX12cX86mIMdD8BoLGGQ3XeTbaEVSU_JYU4OUs0UjrRK_w', 'https://t3.gstatic.com/images?q=tbn:ANd9GcRRnmOF4wcugvaK_OtnAxn5YcJeevM3Xr42W7ZItZI3wdGqbQE9zCp03MML9iQf3002Hb7RV4C7vJkgcIdDLD3TNw', 'https://t1.gstatic.com/images?q=tbn:ANd9GcSe2ujQ8FbXgMkIa1wR6vKnTJgzm1VssOXpwcWEePcDsQZ9U6OXpFPjPiR6D5zuRd01ZJJdIfasaIjt0_M7Bwdtlg']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJZQp4GfOneVMRqGzrXeHjqOs,NA,NA,NA,NA
Brandywine Falls Provincial Park,"Brandywine Falls Provincial Park is a provincial park in British Columbia, Canada, located adjacent to BC Highway 99 between Garibaldi and Whistler, British Columbia. It is managed by Sea to Sky Parks for BC Parks. Wikipedia",4.7,"1,839 reviews","['https://t0.gstatic.com/images?q=tbn:ANd9GcQgcbLOcpJ_AewOcdkybI3-uoSgTEqjEopNzIm3WEETTeVMRV4Zu7K5O6ceOvwPhYKKUT75XLQrJhFZ21QBhGAiTQ', 'https://t2.gstatic.com/images?q=tbn:ANd9GcRerD7Botd5WDa9gHpGV5bNH4R7jzppUOfjtGUDKzAL_MNOyZ7gDwJW8EllKYTSuh7VqpnSAivvIesk1ECghSe5zw', 'https://t2.gstatic.com/images?q=tbn:ANd9GcSd-t5kZ-As5_UTCkuSf7GWFVjmdyCmv5qzODD-zDYmIbJtFnI2NFq2hIGZzEfqQ4OuUoPL7vKo6y-ykMJ3xNvfAA']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJWSxr5ZAZh1QROxoPIT1vUKo,"Whistler, BC V0N 0A0, Canada",,http://bcparks.ca/explore/parkpgs/brandywine_falls/,"['All', '', 'waterfall', 'hike', 'trail', 'beautiful', 'highway', 'valley', 'viewpoint', 'snow', 'train track']"
Jericho Beach Park,"Jericho Beach, known originally as iy'a'l'mexw in Squamish, a Vancouver beach, is located west of the seaside neighbourhood of Kitsilano. It is surrounded by Jericho Beach Park, a grassy area with a pond, which is a picnic destination. Jericho Beach is the home of the Jericho Sailing Centre Association. Wikipedia",4.6,"2,805 reviews","['https://lh4.googleusercontent.com/proxy/5frfLtcOyBRk6jQzoFIP2vJSIwGEU4Wl730tIRKm-Tbm3475NDn0mPinl0qafeJfIpwyroejB97sHTtI8uyNDggfNaTxM8lPCkB8tKqW-NVPK4tWc-lTRtvR_n_BJ8WMDLwWNFW3PqAsrFp2qbdXCM4Iu46T-Y7g7xdyWzXMnLfQ=w296-h202-n-k-no', 'https://t1.gstatic.com/images?q=tbn:ANd9GcTHSEhfgmDeB9K9Rq8NrcxI1sOUzmYReCijDxVeZCt5b6eVnypVlg3tHFwq6qO_Y3Fa-y_8Nv_VO6g5ervUQmGX3Q', 'https://t1.gstatic.com/images?q=tbn:ANd9GcQwIj1y3fLWHsis5HRxqRo_z4ZHox7b8oFd3aufyKpAV6Y3Izc9tmgCa-az9ql8gLofyTt_nQFEJyGPGavREHiOVw']","{'Friday': ' 06:30 – 23:00', 'Saturday': ' 06:30 – 23:00', 'Sunday': ' 06:30 – 23:00', 'Monday': ' 06:30 – 23:00', 'Tuesday': ' 06:30 – 23:00', 'Wednesday': ' 06:30 – 23:00', 'Thursday': ' 06:30 – 23:00'}",https://search.google.com/local/reviews?placeid=ChIJ5xH-_PZyhlQR2oyzoLe8M-c,"3941 Point Grey Rd, Vancouver, BC V6R 1B5, Canada",2 hours,http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=218,"['All', '', 'sand', 'rabbits', 'BBQ', 'ocean', 'sailing', 'sun', 'pier', 'tide', 'concession']"
Capilano Road,North Vancouver's riverside artery,0.0,0,"['https://lh5.googleusercontent.com/proxy/MfhKJAJRUnSXsmMovUecLb6OXTQDcSW2BbS8Q0YspIBmBrPI8NkvarvwTL5sj11A2asI6xXK9xbswHhIcyrl-W9_m2sEVud8XDeTFCtn77xRfV2_txhSWvHJjt7viu3GGlRv6hhBorZ5ZpaR2OFoL1doRy7IYWSD9go=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOZBU3uN1RA8FznkIhmunZ6kZlJYBc9dXAjeTpq=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMYIs5ug6vtds5R64Of9XIUZ3-NJXJAFsNFEMP0=w296-h202-n-k-no']",{'Description': 'Temporarily Close'},https://www.google.com/search?q=Capilano+Road&stick=H4sIAAAAAAAAAONgFuLQz9U3MDTNKlLi1k_XNyw3KIzPKSvSUsxOttLPyU9OLMnMz4MzrBJLSooSk0HMYgC2CS-cPAAAAA#fpstate=trskp&trifp=kpq%253DCapilano%252BRoad%2526skpm%253D/g/1w0q_lvr%2526t%253Dd,NA,NA,NA,NA
Rathtrevor Beach Provincial Park,"Rathtrevor Beach Provincial Park is a provincial park in Parksville, British Columbia, Canada. Located at the east end of the town, the 347-hectare park features a two-kilometre long stretch of sandy beach, a stand of old-growth Douglas fir trees and 174 vehicle-accessible and 25 walk-in camping spaces.
Popular year-round, the park is easily accessible from Highway 19. The sandy beach is the main attraction. At low tide, it stretches nearly a kilometre out into the Strait of Georgia. Wikipedia",4.7,"1,942 reviews","['https://lh6.googleusercontent.com/proxy/peSivm9m8kjs2DXQb2JcmCWrJZRGXunkc1-NPysRgqq0tF2rUYbjKJX_OPq2xAipgzUMFLO21nFfIqFaCAxwgYReseN4WQK8fXp6nSxGbwhRuSYaSNoWmHmqJkADJJ_kCk5TWwlESAFFLrqRcAWvaN8NzT_YN94f0Pz2YfBN9AOr=w296-h202-n-k-no', 'https://t3.gstatic.com/images?q=tbn:ANd9GcR0PuVWDENLZc3GuG22qPoeSMnPSjNjAVGxM9GAcpm--3MnuyobZDS1v16w5cbV4Bpx_BIyEYrh4-UCe0nNZtNxMg', 'https://t2.gstatic.com/images?q=tbn:ANd9GcQKFYjfWfvr7zH5qPy3Y3clVN5KA7UyoL8CpfFb7Ob06rbHH53-uV8m6ORXInDoNetZeH_8egFH1VL2u4Bh7OhS-Q']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJP3lsUzKFiFQRqGzvpe8KfWo,"1240 Rath Rd, Parksville, BC V9P 2E2, Canada",,http://www.env.gov.bc.ca/bcparks/explore/parkpgs/rathtrevor/,"['All', '', 'tide', 'campground', 'ocean', 'bunnies', 'shoreline', 'sand castles', 'outhouses', 'sand dollars', 'flush toilets']"
Fort Langley,"Fort Langley National Historic Site, commonly shortened to Fort Langley, is a former trading post of the Hudson's Bay Company, now located in the community of Fort Langley opposite McMillan Island. Commonly referred to as ""the birthplace of British Columbia"", it is designated a National Historic Site and is administered by Parks Canada. Wikipedia",4.6,249 reviews,"['https://lh5.googleusercontent.com/p/AF1QipN5uavR5AwErhywVFLUZHZNNXIQ2jGEe8LZcNcq=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO2MvS94v37PRUwEWzednT0iCduu0BJgtgbY0YA=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMW67tTkNUlxqXbZgPKtmw3DyR6GnAf9HXdx2k-=w296-h202-n-k-no']","{'Friday': ' 10:00 – 17:00', 'Saturday': ' 10:00 – 17:00', 'Sunday': ' 10:00 – 17:00', 'Monday': ' 10:00 – 17:00', 'Tuesday': ' 10:00 – 17:00', 'Wednesday': ' 10:00 – 17:00', 'Thursday': ' 10:00 – 17:00'}",https://search.google.com/local/reviews?placeid=ChIJF-k71PXShVQR95AdMtgF0OU,NA,NA,NA,NA
English Bay Beach,Popular sun-tanning spot by the seawall,4.7,"9,553 reviews","['https://t0.gstatic.com/images?q=tbn:ANd9GcQ7xpiu2MzuPipzkg2BWOgFFXLm8dn1TZjF3n3tDrOvOSQwaHFJPpz-zoKFfEinpB_GTIoOfDyyQmY9BVjZxvopMQ', 'https://t2.gstatic.com/images?q=tbn:ANd9GcTvVarf2sfxYdQpvAISFnLmN25gpuuURlC5AGE3O_Xt7a12_nD8Hrg_7Wxa_2VDhhR2CPE74ubFkLgeDrdIKqMWMQ', 'https://t2.gstatic.com/images?q=tbn:ANd9GcSLpCYDs61q_BTtYD7bmUBVPYfCzh2RYfcsaXkfeIzRt-GgVXJ6B1GuPDnEvF281ms99Vy0Cbn1Ut5viO1o2XQa_g']","{'Friday': ' 06:00 – 22:00', 'Saturday': ' 06:00 – 22:00', 'Sunday': ' 06:00 – 22:00', 'Monday': ' 06:00 – 22:00', 'Tuesday': ' 06:00 – 22:00', 'Wednesday': ' 06:00 – 22:00', 'Thursday': ' 06:00 – 22:00'}",https://search.google.com/local/reviews?placeid=ChIJ86zkaC9yhlQR4GhBA8iTiy4,NA,NA,NA,NA
Britannia Mine Museum,"The Britannia Mine Museum, formerly British Columbia Museum of Mining, is a nonprofit organization in Britannia Beach, 55 km kilometres north of Vancouver, British Columbia, Canada, on the Sea-to-Sky Highway on Howe Sound. It is governed by the Britannia Beach Historical Society. The museum preserves and presents to the public information and artifacts related to British Columbia's mining industry. Wikipedia",4.5,"1,477 reviews","['https://lh5.googleusercontent.com/p/AF1QipPLuezHk46VydVE_Ee5JLd3M53cSIAwOovtcB3u=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP_6WSWYK1BBAwLJQCviv8gEJJcFlb16fDqJKnY=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNv7UmL7tAd2hyqt5XeXUdQsnV24qzAYTao5A4p=w296-h202-n-k-no']","{'Friday': ' 09:00 – 17:30', 'Saturday': ' 09:00 – 17:30', 'Sunday': ' 09:00 – 17:30', 'Monday': ' 09:00 – 17:30', 'Tuesday': ' 09:00 – 17:30', 'Wednesday': ' 09:00 – 17:30', 'Thursday': ' 09:00 – 17:30'}",https://search.google.com/local/reviews?placeid=ChIJHQvJw6BZhlQRXAISzuezyiw,NA,NA,NA,NA
Golden Ears Provincial Park,"Golden Ears Provincial Park is a Provincial Park in British Columbia, Canada and is 555.9 square kilometres. It is named after the prominent twin peaks which are commonly referred to as Golden Ears. The park's southern end is located on the northern edge of the district municipality of Maple Ridge on the north side of the Fraser River.
The park was originally part of Garibaldi Provincial Park but was split off as a separate park in 1967. Wikipedia",4.7,"2,860 reviews","['https://t2.gstatic.com/images?q=tbn:ANd9GcSJ8-h6PQe7kwDeQwwPAmv0ovFGaWdk2ZIfjOVFf3aGWBrYMrvQxKTdvKGe259BFC4osv8MklsOjuC9vFO_cgErYA', 'https://t0.gstatic.com/images?q=tbn:ANd9GcRPJIO4V2tP4eIxHOETY9njtrYhBpwpaEfwPSyVhJh7WIqi1i8bC5YlXHcX7azEK_P03ODK3irHMtVIc9NvbEEAbw', 'https://t0.gstatic.com/images?q=tbn:ANd9GcSuIt8eBkdksz52YhED_suUrQ-9-QcVo0nicPbgSujO1lppDqwftdgcTA_NLMj6yvmPGVuSnq8UuGqtaB9pqJZy1g']","{'Friday': ' 07:00 – 23:00', 'Saturday': ' 07:00 – 23:00', 'Sunday': ' 07:00 – 23:00', 'Monday': ' 07:00 – 23:00', 'Tuesday': ' 07:00 – 23:00', 'Wednesday': ' 07:00 – 23:00', 'Thursday': ' 07:00 – 23:00'}",https://search.google.com/local/reviews?placeid=ChIJLfu9PdebhlQRgp71o2-R60c,NA,NA,NA,NA
Gwaii Haanas National Park Reserve and Haida Heritage Site,"Gwaii Haanas National Park Reserve, National Marine Conservation Area, and Haida Heritage Site, usually referred to simply as Gwaii Haanas, is located in southernmost Haida Gwaii, 130 kilometres off the mainland of British Columbia, Canada. Gwaii Haanas protects an archipelago of 138 islands, the largest being Moresby Island and the southernmost being Kunghit Island. ""Gwaii Haanas"" means ""Islands of Beauty"" in X̱aayda kíl, the language of the Haida people.
The Haida Heritage Site is within the territory of the Haida people, who have lived in Haida Gwaii for at least 14,000 years. Ḵ'aygang.nga show Haida lived in Gwaii Haanas when the first trees arrived at Xaagyah Gwaay.yaay as glaciers retreated. Pollen samples indicate trees first arrived 14,500 years ago.
Numerous films have covered Gwaii Haanas, including the 2011 short National Parks Project, directed by Scott Smith and scored by Sarah Harmer, Jim Guthrie and Bry Webb. Wikipedia",4.7,42 reviews,"['https://t2.gstatic.com/images?q=tbn:ANd9GcTWxkv4YDkwypxX2QHt342ViNwSqnNSQcCkOHExSj16dYWk_XszPtOKxKaKO5AKSCooFadeoQDSPrRQR75MOQER3A', 'https://t2.gstatic.com/images?q=tbn:ANd9GcR3OjxWqT0116G2SPBLbv4uXrXzIQIfJH3xh9YuykNJazr0HTZ-89anbuB9SJ4pQbk_fEaDFjfst68oIy5OPF2jYg', 'https://t3.gstatic.com/images?q=tbn:ANd9GcTPvF92IBswzlDIlNvr9J8rjsD-imCZSDQjbeS3LpaoGcoqutt-z7rSrFKFW2gFUdBf0MY8anGCOAqQXqtiEig2sw', 'https://lh5.googleusercontent.com/p/AF1QipM3tHNEzGdYe0krGNOalAaXW05Sf56I4XGWrqU2=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMz4IsdCCobR2wyP4fGS7neZ2Z4DRfe3RwspHaD=w296-h202-n-k-no']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJg_uzAN4FbFQRaIKfTg-OnOs,NA,NA,NA,NA
Lost Lake,"Lost Lake is a lake located in Whistler, British Columbia, Canada. The area around it, Lost Lake Park, is part of the municipal park system's cross-country skiing trails and, until hotel development overshadowed views of the park's swimming docks, was Whistler's long-time nude sunbathing beach. Wikipedia",4.6,141 reviews,"['https://lh5.googleusercontent.com/proxy/wWQUrldebg9rMAF5vgqKYj_tIaPKUT6s3tCo_c5SWcEAZl54GT6yf-SOfdcXrr5IaWRL7l77phHARsFzO5gsJTyAzFB0DZJcHO7u-6snlAKUVTSOEAfwiQYU685dUeuiVQIAX72Kc2hN_HtEi9sOycMPenj6W25omz5siaY4xO_v=w296-h202-n-k-no', 'https://t3.gstatic.com/images?q=tbn:ANd9GcSpqSK_AxsxEZG-cXDFw8s-pUtVGwHczkF1iCcrTsgpEpcOyNN4DtaI3JM42D56rSpK322-kBY8ztzlRR_XDZS7TA', 'https://t2.gstatic.com/images?q=tbn:ANd9GcRf01wR_DeB3zrtS4DPvkvBo1ls_VtRl1z6ir84qubh6f3o3PJ89JfmAQ82fhxMEEPWHfriEyB9-HBuYyPjlrqioQ']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJkREd8FY7h1QRG-ZsdBA0N-c,NA,NA,NA,NA
Juan de Fuca Marine Trail,"The Juan de Fuca Marine Trail is a rugged 47 kilometres wilderness hiking trail located within Juan de Fuca Provincial Park along the southwestern coast of Vancouver Island. The trail stretches from China Beach, 35 km west of Sooke, to Botanical Beach, just outside Port Renfrew.
Panoramic views of the coastline, Juan de Fuca Strait and the Olympic Mountains can be seen from many points along this rainforest trail. Lucky are those who spot a pod of whales, but it is not uncommon to view sea lions, bald eagles, herons and other wildlife. It is a stunning trail of moderate difficulty.
The trail can be hiked in part, as a day hike, or backpacked in its entirety in four to six days. Unlike the longer West Coast Trail, the Juan de Fuca Trail does not require a reservation; however, there is a backcountry camping fee of $10 per person/per night. It is also suggested to plan ahead if travelling with a large group. Some campsites are quite small and so arriving early to guarantee a spot is highly recommended. Wikipedia",0.0,0,"['https://t3.gstatic.com/images?q=tbn:ANd9GcSA8JdfMpPo93AkyTF2IL8BNfiqVuJ498bgFIWrwYf2KtEGVa6Qx6jz4z6sWYkUwacYSMZ6NaEgYuM73e415NgnlA', 'https://t1.gstatic.com/images?q=tbn:ANd9GcQSqqNBVElzNvwc-b_XztsQ1L24VcdQ1cq0Omy_I5jU2dCi18U_N1Q8CCSDyzwG7NW_OHnHDzeKeNr_2vCZ3dw5_w', 'https://t1.gstatic.com/images?q=tbn:ANd9GcSB38QunTvLXZbrI9QqeRXE6Bw2xXwHdFvaAMHV1uxoRkVC8J4LdLPKiOW3yGvoAkTgQ_-bZq8XGqV_mkqhLlf1Vw', 'https://lh5.googleusercontent.com/proxy/vt_jSVUoOgXu81Op3n6AhNJubul2cuHGe4pBPRzcmZXWzByHZzfcysb4jnwAGDxR-Ly2uoU55EramH4dyQemJ7Z5nUGfc6ip96O-aaEOXvKCEvMOtov5cV0iICl65J79IO7a4U-Dwdxp7reQSWuRsdlCnWuoZjVMAEA=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOksN2Rs-ksHE_spUhdA05L8IbeL4PCuFOj5ue-=w296-h202-n-k-no']",{'Description': 'Temporarily Close'},https://www.google.com/search?q=Juan+de+Fuca+Marine+Trail&stick=H4sIAAAAAAAAAONgFuLQz9U3MDTNKlLiBLGSDStL0rQUs5Ot9HPykxNLMvPz4AyrxJKSosRkELMYAN9G8SM6AAAA#fpstate=trskp&trifp=kpq%253DJuan%252Bde%252BFuca%252BMarine%252BTrail%2526skpm%253D/m/0c1ytf%2526t%253Dd,NA,NA,NA,NA
Victoria Butterfly Gardens,"The Victoria Butterfly Gardens is located in the Greater Victoria region of Brentwood Bay, British Columbia, Canada. It is one of the most popular tourist sites in the Victoria area. The Victoria Butterfly Gardens are known for having different species of butterflies and moths in their indoor facility, as well as birds, fishes, frogs, an iguana, geckoes and tortoises, along with the newly added Insectarium. The Gardens is closed Christmas day. Wikipedia",4.6,"2,076 reviews","['https://lh5.googleusercontent.com/p/AF1QipOJUhLlgjhiN4_aFajavHom1VmKk03NqUz6kXa0=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMZC3g13yb0UwVQUgCtq_AzrG0bsK3iCW2a0VtT=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOngkucbv3Q_hQSP0mz7QIV5IkfZKLWJuxfXdj-=w296-h202-n-k-no']","{'Friday': ' 10:00 – 15:00', 'Saturday': ' 10:00 – 15:00', 'Sunday': ' 10:00 – 15:00', 'Monday': ' 10:00 – 15:00', 'Tuesday': ' 10:00 – 15:00', 'Wednesday': ' 10:00 – 15:00', 'Thursday': ' 10:00 – 15:00'}",https://search.google.com/local/reviews?placeid=ChIJyz7C8pluj1QRrt1pMw6lBlo,NA,NA,NA,NA
Horne Lake Caves,"Horne Lake Caves Provincial Park is a provincial park on Vancouver Island in British Columbia, Canada. Its principal function is the protection, management, and recreational use of several caves collectively known as the Horne Lake Caves. Wikipedia",4.7,630 reviews,"['https://t1.gstatic.com/images?q=tbn:ANd9GcTSF6wfY6gucAJmYEXnP1d0HCBgG7s3aQ-hjwpIO-LZdnq8JjJvcfW-W2tXE7RpQE0N7j0NrQqc50el9ZjL45IAFQ', 'https://t0.gstatic.com/images?q=tbn:ANd9GcQ7QfwWniHBB9NvYicRTzPuQ-49l62ijkiTbfBFXzEz7NjD9EvrWocHUR1YA6hl1zcalb009W-35FesdW1l3evsRg', 'https://lh5.googleusercontent.com/p/AF1QipNpyqXqduRPjtXSAiSUE8JOjTX6HUOXzXE8U5-s=w296-h202-n-k-no']","{'Friday': ' 09:00 – 17:00', 'Saturday': ' 09:00 – 17:00', 'Sunday': ' 09:00 – 17:00', 'Monday': ' 09:00 – 17:00', 'Tuesday': ' 09:00 – 17:00', 'Wednesday': ' Closed', 'Thursday': ' Closed'}",https://search.google.com/local/reviews?placeid=ChIJLVZgb4NfiFQR8zDPyYSWiSo,NA,NA,NA,NA
Wild Pacific Trail,Iconic coastline trail with scenic views,4.8,15 reviews,"['https://t1.gstatic.com/images?q=tbn:ANd9GcQElaZoeKZHljjQBuBNFjy07ow8aMtBtXfU5-RWsdnY37u_L2HqREw0XgGocfZIgUeAOauA075UANewcmVKrpfDMQ', 'https://t1.gstatic.com/images?q=tbn:ANd9GcQHNH0HOa0N7-xbOW6N2UBw9sUIVX-zYn3oqyaI2xGTWwqjIPYCIC2AFnX_vTlnrnBYtrLBZgkcpkglMhAA7bDkbQ', 'https://t2.gstatic.com/images?q=tbn:ANd9GcR5wJCR-_rRn_V4sn_z098BUtbIZPN6DWlY6Oz-cPYWUAtAZyC1RBNHc_mGBMTpQg4BHtk5t7Fg2set75TH3MiJ3g']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJvVVYhuxziVQRg-He9Hpksss,NA,NA,NA,NA
Vancouver Maritime Museum,"The Vancouver Maritime Museum is a maritime museum devoted to presenting the maritime history of Vancouver, British Columbia, Canada, and the Canadian Arctic. Opened in 1959 as a Vancouver centennial project, it is located within Vanier Park just west of False Creek on the Vancouver waterfront. The museum is affiliated with CMA, CHIN, and Virtual Museum of Canada. Wikipedia",4.4,177 reviews,"['https://t2.gstatic.com/images?q=tbn:ANd9GcR2iw_3m-I9TBjZ4AlrD9fRS3zqCtjbB2cQh-XCkDX86DLGF3KLyIdHbgrGWF2ebZXw_L9qsqISeTxKU4VfCGJUcQ', 'https://lh5.googleusercontent.com/p/AF1QipPSzaxmkNyPxRTlRZsk_wTjjKZUSRfV5xD1WGso=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOgZCKba05vxPU6hbV-BcPbsDjSg-eZ3rBTMvsD=w296-h202-n-k-no']","{'Friday': ' 10:00 – 17:00', 'Saturday': ' 10:00 – 17:00', 'Sunday': ' 10:00 – 17:00', 'Monday': ' Closed', 'Tuesday': ' Closed', 'Wednesday': ' Closed', 'Thursday': ' 10:00 – 17:00'}",https://search.google.com/local/reviews?placeid=ChIJiVHFdzNyhlQRjW3eJ2KKZM0,NA,NA,NA,NA
Nairn Falls Provincial Park,"Nairn Falls Provincial Park is a provincial park in British Columbia, Canada located on the Green River adjacent to British Columbia Highway 99 and the Canadian National Railway line just south of Pemberton and less than twenty minutes north of the resort town of Whistler. The 170 hectare park was established in 1966, shortly after the highway's opening, to protect and enhance visitor access to Nairn Falls. Wikipedia",4.6,901 reviews,"['https://lh6.googleusercontent.com/proxy/kGCizGFBlRHvUz4Y_Fd-FF_wfNx77P696Ilc8gBXjFWvYW6tqpcl-5QtMdytkCbme-XbZgwB3_RCAfBEzaJtrq7zITux2Z623WwUTrm0bUmZuiklbh7zp-MqtNYnmQABKRm3giDwEgniICXjMJ7ghdfWKsuG0fXFdEqakDSrT_u9=w296-h202-n-k-no', 'https://t1.gstatic.com/images?q=tbn:ANd9GcT63wf36YuKyafZGX9xqzbXwaEX4znx5JPuXG7leGoLn3b2QIiXV_CjA3VP0hQmDGzHEJQt0uAnUfS5TpxP2Mwj8g', 'https://t3.gstatic.com/images?q=tbn:ANd9GcThixT19YNwl4AqizWV45Mfm3KU8B374SVwTFFD8rm9MwITrAJQ-AGkZjWqYW-SKInnakfJE8A1RoBHzOrwTDwKJA']","{'Friday': ' 07:00 – 22:00', 'Saturday': ' 07:00 – 22:00', 'Sunday': ' 07:00 – 22:00', 'Monday': ' 07:00 – 22:00', 'Tuesday': ' 07:00 – 22:00', 'Wednesday': ' 07:00 – 22:00', 'Thursday': ' 07:00 – 22:00'}",https://search.google.com/local/reviews?placeid=ChIJF5FyFSs0h1QREqwa4Nk6i1I,NA,NA,NA,NA
